id,work_year,expericence_level_id,employment_type_id,job_title_id,salary_in_usd,employee_residence_country_code_id,remote_ratio,company_location_country_code_id,company_size
63,2023,3,3,48,172500,80,100,80,M
64,2023,3,3,48,110500,80,100,80,M
65,2023,3,3,34,238000,80,0,80,M
66,2023,3,3,34,176000,80,0,80,M
67,2023,3,3,34,237000,80,100,80,M
68,2023,3,3,34,201450,80,100,80,M
69,2023,3,3,9,309400,80,0,80,L
70,2023,3,3,9,159100,80,0,80,L
71,2023,3,3,34,115000,80,0,80,M
72,2023,3,3,34,81500,80,0,80,M
73,2023,3,3,48,237000,80,100,80,M
74,2023,3,3,48,201450,80,100,80,M
75,2023,3,3,24,280000,80,0,80,M
76,2023,3,3,24,210000,80,0,80,M
77,2023,3,3,32,280100,80,100,80,M
78,2023,3,3,32,168100,80,100,80,M
79,2023,3,3,34,193500,80,100,80,M
80,2023,3,3,34,139000,80,100,80,M
81,2023,2,3,48,65062,21,0,21,L
82,2023,3,3,68,150000,40,100,80,M
83,2023,2,3,7,69751,21,100,21,S
84,2022,1,3,2,300000,21,50,21,L
85,2023,2,3,68,96578,40,100,40,L
86,2023,3,3,19,185900,80,0,80,M
87,2023,3,3,19,129300,80,0,80,M
88,2023,3,3,34,225000,80,100,80,M
89,2023,3,3,34,175000,80,100,80,M
90,2023,3,3,34,185000,80,0,80,M
91,2023,3,3,34,140000,80,0,80,M
92,2023,3,3,48,48289,21,0,21,M
93,2023,3,3,48,38631,21,0,21,M
94,2023,3,3,48,105000,80,0,80,M
95,2023,3,3,48,70000,80,0,80,M
96,2023,1,3,68,163196,80,0,80,M
97,2023,1,3,68,145885,80,0,80,M
98,2023,3,3,34,217000,80,100,80,M
99,2023,3,3,34,185000,80,100,80,M
100,2023,3,3,26,202800,80,0,80,L
101,2023,3,3,26,104300,80,0,80,L
102,2023,3,3,26,145000,80,0,80,M
103,2023,3,3,26,65000,80,0,80,M
104,2023,3,3,34,165000,80,0,80,M
105,2023,3,3,34,132300,80,0,80,M
106,2023,3,3,34,179170,80,0,80,M
107,2023,3,3,34,94300,80,0,80,M
108,2023,3,3,5,152500,80,0,80,M
109,2023,3,3,5,116450,80,0,80,M
110,2023,3,3,34,247300,80,0,80,M
111,2023,3,3,34,133800,80,0,80,M
112,2023,3,3,89,203000,80,0,80,M
113,2023,3,3,89,133000,80,0,80,M
114,2023,1,3,90,220000,80,50,80,L
115,2022,1,3,68,56536,12,100,12,S
116,2023,3,3,48,150000,80,0,80,M
117,2023,3,3,48,120000,80,0,80,M
118,2023,3,3,5,289800,80,0,80,M
119,2023,3,3,5,214000,80,0,80,M
120,2023,3,3,5,179820,80,0,80,M
121,2023,3,3,5,143860,80,0,80,M
122,2023,3,3,68,283200,80,100,80,M
123,2023,3,3,68,188800,80,100,80,M
124,2023,3,3,5,289800,80,0,80,M
125,2023,3,3,5,214200,80,0,80,M
126,2023,3,3,34,185900,80,0,80,M
127,2023,3,3,34,129300,80,0,80,M
128,2023,3,3,34,252000,80,0,80,M
129,2023,3,3,34,129000,80,0,80,M
130,2023,2,3,30,155000,80,0,80,M
131,2023,2,3,30,140000,80,0,80,M
132,2023,3,3,34,161800,80,100,80,M
133,2023,3,3,34,141600,80,100,80,M
134,2023,3,3,68,342300,80,0,80,L
135,2023,3,3,68,176100,80,0,80,L
136,2023,2,3,34,100000,80,100,80,M
137,2023,2,3,34,70000,80,100,80,M
138,2023,1,3,34,85000,80,0,80,M
139,2023,1,3,34,65000,80,0,80,M
140,2023,3,3,48,138784,80,100,80,M
141,2023,3,3,48,83270,80,100,80,M
142,2023,1,3,26,75000,80,0,80,M
143,2023,1,3,26,70000,80,0,80,M
144,2023,3,3,26,204500,80,0,80,M
145,2023,3,3,26,138900,80,0,80,M
146,2023,3,3,68,318300,80,100,80,M
147,2023,3,3,68,212200,80,100,80,M
148,2023,3,3,34,95000,80,100,80,M
149,2023,3,3,34,75000,80,100,80,M
150,2023,3,3,48,195000,80,0,80,M
151,2023,3,3,48,160000,80,0,80,M
152,2023,3,3,5,230000,80,0,80,M
153,2023,3,3,5,143200,80,0,80,M
154,2023,2,3,34,100000,80,100,80,M
155,2023,2,3,34,70000,80,100,80,M
156,2023,2,3,18,105000,80,50,80,L
157,2023,2,3,6,20670,21,100,21,L
158,2023,2,3,26,46178,21,0,21,M
159,2023,2,3,26,42533,21,0,21,M
160,2023,3,3,34,145000,80,0,80,M
161,2023,3,3,34,115000,80,0,80,M
162,2023,3,3,26,168400,80,0,80,M
163,2023,3,3,26,105200,80,0,80,M
164,2023,3,3,9,309400,80,0,80,L
165,2023,3,3,9,159100,80,0,80,L
166,2023,3,3,68,190000,80,0,80,M
167,2023,3,3,68,150000,80,0,80,M
168,2023,2,3,34,162500,80,0,80,M
169,2023,2,3,34,130000,80,0,80,M
170,2023,3,3,5,150000,80,100,80,M
171,2023,3,3,5,120000,80,100,80,M
172,2023,3,3,34,145000,80,0,80,M
173,2023,3,3,34,120000,80,0,80,M
174,2023,3,3,9,222200,80,0,80,L
175,2023,3,3,9,136000,80,0,80,L
176,2023,3,3,26,54685,3,100,3,M
177,2023,3,3,26,42533,3,100,3,M
178,2023,3,3,34,241000,80,0,80,M
179,2023,3,3,34,155000,80,0,80,M
180,2023,3,3,34,220000,80,100,80,M
181,2023,3,3,34,190000,80,100,80,M
182,2023,2,3,48,66837,21,0,21,M
183,2023,2,3,48,54685,21,0,21,M
184,2020,4,3,92,15000,40,0,3,M
185,2023,2,3,56,85066,21,100,21,M
186,2023,2,3,56,57723,21,100,21,M
187,2023,1,3,26,85000,80,100,80,M
188,2023,1,3,26,75000,80,100,80,M
189,2023,3,3,34,160000,80,0,80,M
190,2023,3,3,34,140000,80,0,80,M
191,2023,2,3,68,300000,80,0,80,M
192,2023,2,3,68,250000,80,0,80,M
193,2023,3,3,48,228000,80,0,80,M
194,2023,3,3,48,186000,80,0,80,M
195,2023,3,3,48,190000,80,0,80,M
196,2023,3,3,48,170000,80,0,80,M
197,2023,2,3,89,230000,80,0,80,M
198,2023,2,3,89,200000,80,0,80,M
199,2023,3,3,32,180000,80,100,80,M
200,2023,3,3,32,115000,80,100,80,M
201,2023,3,3,32,200000,80,100,80,M
202,2023,3,3,32,115000,80,100,80,M
203,2023,3,3,33,53654,21,50,21,S
204,2023,4,3,34,220000,80,0,80,M
205,2023,4,3,34,205000,80,0,80,M
206,2023,2,3,34,180000,80,0,80,M
207,2023,2,3,34,130000,80,0,80,M
208,2023,3,3,34,200000,80,100,80,M
209,2023,3,3,34,150000,80,100,80,M
210,2023,3,3,24,215000,80,0,80,M
211,2023,3,3,24,170000,80,0,80,M
212,2023,3,3,68,247500,80,0,80,M
213,2023,3,3,68,172200,80,0,80,M
214,2023,3,3,48,224000,3,0,3,M
215,2023,3,3,48,176000,3,0,3,M
216,2023,3,3,26,120000,80,100,80,M
217,2023,3,3,26,75000,80,100,80,M
218,2023,1,3,34,17022,21,100,21,L
219,2023,3,3,6,68318,#N/A,100,21,M
220,2023,2,3,2,75020,21,0,21,M
221,2023,3,3,26,140000,80,0,80,M
222,2023,3,3,26,120000,80,0,80,M
223,2023,3,3,34,128000,80,0,80,M
224,2023,3,3,34,81500,80,0,80,M
225,2023,3,3,34,145000,80,0,80,M
226,2023,3,3,34,115000,80,0,80,M
227,2023,3,3,34,185000,80,0,80,M
228,2023,3,3,34,140000,80,0,80,M
229,2023,4,3,59,329500,80,0,80,M
230,2023,4,3,59,269600,80,0,80,M
231,2023,3,3,42,100000,80,0,80,M
232,2023,3,3,42,80000,80,0,80,M
233,2023,3,3,48,250000,80,0,80,M
234,2023,3,3,48,162500,80,0,80,M
235,2023,2,3,2,200000,80,100,80,M
236,2023,3,3,34,145000,80,0,80,M
237,2023,3,3,34,100000,80,0,80,M
238,2023,4,3,34,145000,80,0,80,M
239,2023,4,3,34,115000,80,0,80,M
240,2023,3,3,48,203500,80,0,80,M
241,2023,3,3,48,152000,80,0,80,M
242,2023,3,3,48,239000,80,0,80,L
243,2023,3,3,48,122900,80,0,80,L
244,2023,3,3,48,237000,80,0,80,M
245,2023,3,3,48,145000,80,0,80,M
246,2023,3,3,46,191765,80,0,80,M
247,2023,3,3,46,134236,80,0,80,M
248,2023,3,3,5,190000,80,100,80,M
249,2023,3,3,5,112000,80,100,80,M
250,2022,3,3,48,88256,21,100,21,L
251,2023,1,3,34,85000,80,0,80,M
252,2023,1,3,34,65000,80,0,80,M
253,2023,3,3,26,135000,80,0,80,M
254,2023,3,3,26,105500,80,0,80,M
255,2023,3,3,89,293000,80,0,80,M
256,2023,3,3,89,185000,80,0,80,M
257,2023,3,3,26,80000,80,0,80,M
258,2023,3,3,26,70000,80,0,80,M
259,2023,3,3,34,220000,80,100,80,M
260,2023,3,3,34,160000,80,100,80,M
261,2023,3,3,48,175000,80,100,80,M
262,2023,3,3,48,145000,80,100,80,M
263,2023,3,3,26,200000,80,0,80,M
264,2023,3,3,26,148500,80,0,80,M
265,2023,3,3,48,48289,21,0,21,M
266,2023,3,3,48,38631,21,0,21,M
267,2023,3,3,34,240500,80,0,80,L
268,2023,3,3,34,123700,80,0,80,L
269,2023,3,3,5,152900,80,100,80,M
270,2023,3,3,5,117100,80,100,80,M
271,2023,3,3,5,173000,80,100,80,M
272,2023,3,3,5,113000,80,100,80,M
273,2023,3,3,9,260000,80,0,80,L
274,2023,3,3,9,136000,80,0,80,L
275,2023,4,3,34,175000,80,0,80,M
276,2023,4,3,34,110000,80,0,80,M
277,2023,3,3,9,260000,80,0,80,L
278,2023,3,3,9,136000,80,0,80,L
279,2023,3,3,90,130000,80,100,80,M
280,2023,3,3,90,110000,80,100,80,M
281,2023,3,3,9,205000,80,100,80,M
282,2023,3,3,9,184000,80,100,80,M
283,2023,3,3,26,149500,80,100,80,M
284,2023,3,3,26,127075,80,100,80,M
285,2023,3,3,48,195000,80,0,80,M
286,2023,3,3,48,160000,80,0,80,M
287,2023,3,3,34,219535,80,100,80,M
288,2023,3,3,34,146115,80,100,80,M
289,2023,3,3,48,170000,80,0,80,M
290,2023,3,3,48,135000,80,0,80,M
291,2023,3,3,48,175000,80,100,80,M
292,2023,3,3,48,145000,80,100,80,M
293,2023,3,3,48,199000,80,0,80,M
294,2023,3,3,48,162000,80,0,80,M
295,2023,3,3,9,222200,80,0,80,L
296,2023,3,3,9,136000,80,0,80,L
297,2023,4,3,5,221000,80,100,80,M
298,2023,4,3,5,153000,80,100,80,M
299,2023,3,3,26,187000,80,0,80,M
300,2023,3,3,26,128000,80,0,80,M
301,2023,3,3,90,210000,80,0,80,M
302,2023,3,3,90,136000,80,0,80,M
303,2023,3,3,48,175000,80,100,80,M
304,2023,3,3,48,100000,80,100,80,M
305,2023,3,3,34,179000,80,0,80,M
306,2023,3,3,34,109000,80,0,80,M
307,2023,3,3,48,245000,80,0,80,M
308,2023,3,3,48,180000,80,0,80,M
309,2023,3,3,26,142000,80,100,80,M
310,2023,3,3,26,75000,80,100,80,M
311,2023,3,3,38,198800,80,0,80,M
312,2023,3,3,38,105200,80,0,80,M
313,2023,3,3,26,125000,80,100,80,M
314,2023,3,3,26,112000,80,100,80,M
315,2023,3,3,48,210000,80,0,80,M
316,2023,3,3,48,155000,80,0,80,M
317,2023,3,3,38,115000,80,100,80,M
318,2023,3,3,38,86000,80,100,80,M
319,2023,3,3,48,165000,80,0,80,M
320,2023,3,3,48,140000,80,0,80,M
321,2023,3,3,26,139000,80,0,80,M
322,2023,3,3,26,106000,80,0,80,M
323,2023,1,3,26,40663,3,0,3,L
324,2022,3,3,2,275000,3,0,3,S
325,2023,3,2,72,50000,80,50,80,S
326,2023,2,3,68,280700,80,100,80,M
327,2023,2,3,68,150450,80,100,80,M
328,2023,1,3,48,51753,3,100,3,L
329,2023,3,3,32,250500,80,0,80,M
330,2023,3,3,32,159500,80,0,80,M
331,2023,3,3,34,145000,80,0,80,M
332,2023,3,3,34,115000,80,0,80,M
333,2023,3,3,26,140000,80,0,80,M
334,2023,3,3,26,120000,80,0,80,M
335,2023,1,3,48,130001,80,100,80,M
336,2023,1,3,48,71907,80,100,80,M
337,2023,2,3,48,93918,80,100,80,M
338,2023,2,3,48,51962,80,100,80,M
339,2023,3,3,26,175000,3,100,3,M
340,2023,3,3,26,135000,3,100,3,M
341,2023,1,3,34,85000,80,0,80,M
342,2023,1,3,34,65000,80,0,80,M
343,2023,3,3,68,257000,80,0,80,M
344,2023,3,3,68,147000,80,0,80,M
345,2023,3,3,34,222000,80,100,80,M
346,2023,3,3,34,175000,80,100,80,M
347,2023,3,3,48,203000,80,100,80,M
348,2023,3,3,48,133200,80,100,80,M
349,2023,1,3,9,213660,80,0,80,L
350,2023,1,3,9,130760,80,0,80,L
351,2023,3,3,34,221000,80,0,80,M
352,2023,3,3,34,147000,80,0,80,M
353,2023,3,3,42,100000,80,0,80,M
354,2023,3,3,42,80000,80,0,80,M
355,2023,3,3,48,185900,80,0,80,M
356,2023,3,3,48,129300,80,0,80,M
357,2023,3,3,48,238000,80,100,80,M
358,2023,3,3,48,156000,80,100,80,M
359,2023,3,3,68,304000,80,100,80,M
360,2023,3,3,68,199000,80,100,80,M
361,2023,2,3,17,48289,21,100,21,M
362,2023,3,3,34,150000,80,0,80,M
363,2023,3,3,34,130000,80,0,80,M
364,2023,3,3,48,140000,80,100,80,M
365,2023,3,3,48,110000,80,100,80,M
366,2023,2,3,26,90000,80,0,80,M
367,2023,2,3,26,75000,80,0,80,M
368,2023,2,3,90,195895,21,0,21,M
369,2023,2,3,90,102772,21,0,21,M
370,2023,3,3,34,240000,80,0,80,M
371,2023,3,3,34,183600,80,0,80,M
372,2023,2,3,50,130000,80,0,80,M
373,2023,2,3,50,80000,80,0,80,M
374,2023,3,3,34,250000,80,0,80,M
375,2023,3,3,34,150000,80,0,80,M
376,2023,3,3,30,160000,80,100,80,M
377,2023,3,3,30,120000,80,100,80,M
378,2023,3,3,68,289076,80,0,80,M
379,2023,3,3,68,202353,80,0,80,M
380,2023,3,3,34,145000,80,0,80,M
381,2023,3,3,34,120000,80,0,80,M
382,2023,3,3,26,155000,80,0,80,M
383,2023,3,3,26,106000,80,0,80,M
384,2023,3,3,34,200000,80,0,80,M
385,2023,3,3,34,160000,80,0,80,M
386,2023,3,3,48,157750,80,100,80,M
387,2023,3,3,48,104650,80,100,80,M
388,2023,2,3,48,180000,80,100,80,M
389,2023,2,3,48,140000,80,100,80,M
390,2023,4,3,48,200000,80,0,80,M
391,2023,4,3,48,145000,80,0,80,M
392,2023,2,3,63,68000,80,0,80,L
393,2023,1,3,14,60000,80,100,80,M
394,2023,3,3,48,48289,21,0,21,M
395,2023,3,3,48,38631,21,0,21,M
396,2023,1,3,34,85000,80,0,80,M
397,2023,1,3,34,65000,80,0,80,M
398,2023,2,3,34,125000,80,0,80,M
399,2023,2,3,34,90000,80,0,80,M
400,2023,3,3,26,105000,80,100,80,M
401,2023,3,3,26,90000,80,100,80,M
402,2023,3,3,5,179820,80,0,80,M
403,2023,3,3,5,143860,80,0,80,M
404,2023,3,3,26,135000,80,0,80,M
405,2023,3,3,26,105500,80,0,80,M
406,2023,1,3,89,155000,80,0,80,M
407,2023,1,3,89,125000,80,0,80,M
408,2023,3,3,68,241000,80,0,80,M
409,2023,3,3,68,181000,80,0,80,M
410,2023,3,3,48,252000,80,0,80,M
411,2023,3,3,48,154000,80,0,80,M
412,2023,4,3,32,180000,80,0,80,M
413,2023,4,3,32,155000,80,0,80,M
414,2023,3,3,48,191765,80,0,80,M
415,2023,3,3,48,134236,80,0,80,M
416,2023,3,3,48,175000,80,100,80,M
417,2023,3,3,48,145000,80,100,80,M
418,2023,3,3,48,237000,80,100,80,M
419,2023,3,3,48,145000,80,100,80,M
420,2023,1,3,89,155000,80,0,80,M
421,2023,1,3,89,125000,80,0,80,M
422,2023,3,3,26,80000,80,0,80,M
423,2023,3,3,26,70000,80,0,80,M
424,2023,3,3,34,146000,80,0,80,M
425,2023,3,3,34,75000,80,0,80,M
426,2023,1,3,26,64200,80,100,80,M
427,2023,1,3,26,56100,80,100,80,M
428,2023,3,3,68,170000,80,0,80,M
429,2023,3,3,68,130000,80,0,80,M
430,2023,3,3,26,208450,80,100,80,M
431,2023,3,3,26,170550,80,100,80,M
432,2023,3,3,68,125000,80,0,80,M
433,2023,3,3,68,100000,80,0,80,M
434,2023,2,3,38,135000,80,0,80,M
435,2023,2,3,38,120000,80,0,80,M
436,2023,3,3,48,200000,80,100,80,M
437,2023,3,3,48,170000,80,100,80,M
438,2023,3,3,48,171250,21,0,21,M
439,2023,3,3,48,113750,21,0,21,M
440,2023,3,3,9,222200,80,0,80,L
441,2023,3,3,9,136000,80,0,80,L
442,2023,3,3,9,260000,80,0,80,L
443,2023,3,3,9,136000,80,0,80,L
444,2023,3,3,26,153600,80,0,80,M
445,2023,3,3,26,100500,80,0,80,M
446,2023,3,3,9,205000,80,100,80,M
447,2023,3,3,9,184000,80,100,80,M
448,2023,3,3,68,115000,3,100,3,M
449,2023,3,3,68,95000,3,100,3,M
450,2023,2,3,26,182500,80,0,80,M
451,2023,2,3,26,121500,80,0,80,M
452,2023,3,3,34,203100,80,0,80,M
453,2023,3,3,34,114500,80,0,80,M
454,2023,2,3,26,72914,21,0,21,M
455,2023,2,3,26,54685,21,0,21,M
456,2023,3,3,34,252000,80,0,80,M
457,2023,3,3,34,129000,80,0,80,M
458,2023,1,3,34,92700,80,100,80,M
459,2023,1,3,34,61800,80,100,80,M
460,2023,3,3,34,160000,80,100,80,M
461,2023,3,3,34,130000,80,100,80,M
462,2023,3,3,48,258000,3,0,3,M
463,2023,3,3,48,190000,3,0,3,M
464,2023,3,3,48,170000,80,0,80,M
465,2023,3,3,48,135000,80,0,80,M
466,2023,2,3,32,167500,80,0,80,M
467,2023,2,3,32,106500,80,0,80,M
468,2023,3,3,48,195000,80,0,80,M
469,2023,3,3,48,160000,80,0,80,M
470,2023,2,3,34,146000,80,0,80,M
471,2023,2,3,34,75000,80,0,80,M
472,2022,1,3,34,59888,40,100,40,L
473,2023,4,3,34,286000,80,100,80,M
474,2023,4,3,34,207000,80,100,80,M
475,2023,3,3,26,100000,80,100,80,M
476,2023,3,3,26,80000,80,100,80,M
477,2023,3,3,34,223250,80,0,80,M
478,2023,3,3,34,178600,80,0,80,M
479,2023,4,3,54,353200,80,0,80,M
480,2023,4,3,54,249300,80,0,80,M
481,2023,2,3,73,230000,80,0,80,M
482,2023,2,3,73,220000,80,0,80,M
483,2023,3,3,48,297300,80,100,80,M
484,2023,3,3,48,198200,80,100,80,M
485,2023,2,3,90,210000,80,100,80,M
486,2023,2,3,90,151800,80,100,80,M
487,2023,3,3,48,200000,80,100,80,M
488,2023,3,3,48,170000,80,100,80,M
489,2023,3,3,48,317070,80,0,80,M
490,2023,3,3,48,170730,80,0,80,M
491,2023,3,3,34,128000,80,0,80,M
492,2023,3,3,34,81500,80,0,80,M
493,2023,1,3,18,21461,21,0,21,M
494,2023,3,3,2,108000,80,0,80,M
495,2023,3,3,2,60000,80,0,80,M
496,2023,2,3,79,134000,80,100,80,M
497,2023,2,3,79,124000,80,100,80,M
498,2023,3,3,34,171250,80,0,80,M
499,2023,3,3,34,113750,80,0,80,M
500,2023,3,3,34,165000,80,0,80,M
501,2023,3,3,34,132300,80,0,80,M
502,2023,3,3,48,225000,80,0,80,M
503,2023,3,3,48,175000,80,0,80,M
504,2023,3,3,34,230000,80,0,80,M
505,2023,3,3,34,124500,80,0,80,M
506,2023,3,3,68,247500,80,0,80,M
507,2023,3,3,68,172200,80,0,80,M
508,2023,3,3,26,175000,80,0,80,M
509,2023,3,3,26,145000,80,0,80,M
510,2023,3,3,26,148700,80,0,80,M
511,2023,3,3,26,125600,80,0,80,M
512,2023,3,3,34,145000,80,0,80,M
513,2023,3,3,34,115000,80,0,80,M
514,2023,3,3,90,200000,80,0,80,M
515,2023,3,3,90,150000,80,0,80,M
516,2023,1,3,89,160000,80,0,80,M
517,2023,1,3,89,120000,80,0,80,M
518,2023,3,3,26,185000,80,100,80,M
519,2023,3,3,26,120250,80,100,80,M
520,2023,3,3,48,275300,80,100,80,M
521,2023,3,3,48,183000,80,100,80,M
522,2023,3,3,32,170000,80,100,80,M
523,2023,3,3,32,125000,80,100,80,M
524,2023,2,3,32,167500,80,0,80,M
525,2023,2,3,32,106500,80,0,80,M
526,2023,3,3,90,250000,80,0,80,M
527,2023,3,3,90,200000,80,0,80,M
528,2023,2,3,68,135000,80,50,80,L
529,2023,3,3,4,423834,21,0,21,L
530,2023,3,3,68,216000,80,100,80,M
531,2023,3,3,68,184000,80,100,80,M
532,2023,3,3,34,180000,80,100,80,M
533,2023,3,3,34,165000,80,100,80,M
534,2023,3,3,48,185900,80,0,80,M
535,2023,3,3,48,129300,80,0,80,M
536,2023,3,3,34,145000,80,0,80,M
537,2023,3,3,34,120000,80,0,80,M
538,2023,2,3,34,143865,80,0,80,M
539,2023,2,3,34,115092,80,0,80,M
540,2023,2,3,68,130000,80,0,80,M
541,2023,2,3,68,90000,80,0,80,M
542,2023,3,3,48,173000,80,100,80,M
543,2023,3,3,48,132000,80,100,80,M
544,2023,3,3,26,208049,80,0,80,M
545,2023,3,3,26,128500,80,0,80,M
546,2023,3,3,5,179820,80,0,80,M
547,2023,3,3,5,143860,80,0,80,M
548,2023,3,3,34,167500,80,0,80,M
549,2023,3,3,34,106500,80,0,80,M
550,2023,3,3,48,275300,80,100,80,M
551,2023,3,3,48,183500,80,100,80,M
552,2023,2,3,34,149600,80,0,80,M
553,2023,2,3,34,102000,80,0,80,M
554,2023,4,3,48,145000,80,0,80,M
555,2023,4,3,48,100000,80,0,80,M
556,2023,3,3,26,190000,80,100,80,M
557,2023,3,3,26,95000,80,100,80,M
558,2023,3,3,26,153600,80,0,80,M
559,2023,3,3,26,106800,80,0,80,M
560,2023,2,3,48,96578,21,0,21,M
561,2023,2,3,48,80481,21,0,21,M
562,2023,2,3,26,128000,80,0,80,M
563,2023,2,3,26,85000,80,0,80,M
564,2023,2,3,34,151000,80,0,80,M
565,2023,2,3,34,140000,80,0,80,M
566,2023,3,3,48,275300,80,100,80,M
567,2023,3,3,48,183500,80,100,80,M
568,2023,3,3,73,220000,80,0,80,M
569,2023,3,3,73,170000,80,0,80,M
570,2023,3,3,26,135000,80,0,80,M
571,2023,3,3,26,105500,80,0,80,M
572,2023,3,3,26,100000,80,100,80,M
573,2023,3,3,26,80000,80,100,80,M
574,2023,1,3,10,7000,21,0,21,S
575,2023,1,3,8,42923,21,50,21,M
576,2023,3,3,34,160000,3,100,3,M
577,2023,3,3,34,145000,3,100,3,M
578,2023,2,3,26,154000,80,0,80,M
579,2023,2,3,26,143000,80,0,80,M
580,2023,2,3,48,78990,21,0,21,M
581,2023,2,3,48,51039,21,0,21,M
582,2023,1,3,48,190000,80,0,80,M
583,2023,1,3,48,120000,80,0,80,M
584,2023,2,3,48,85066,21,0,21,M
585,2023,2,3,48,51039,21,0,21,M
586,2023,2,3,48,109371,21,0,21,M
587,2023,2,3,48,72914,21,0,21,M
588,2023,3,3,34,150000,80,0,80,M
589,2023,3,3,34,111000,80,0,80,M
590,2023,4,3,34,265000,80,0,80,M
591,2023,4,3,34,235000,80,0,80,M
592,2023,1,3,48,121093,12,50,12,L
593,2022,2,3,48,73546,21,100,21,M
594,2023,3,3,34,160000,80,100,80,M
595,2023,3,3,34,130000,80,100,80,M
596,2023,2,3,34,75000,80,100,80,M
597,2023,2,3,34,60400,80,100,80,M
598,2023,1,3,26,85000,80,100,80,M
599,2023,1,3,26,75000,80,100,80,M
600,2023,3,3,34,252000,80,0,80,M
601,2023,3,3,34,129000,80,0,80,M
602,2023,1,3,34,92700,80,100,80,M
603,2023,1,3,34,61800,80,100,80,M
604,2022,3,3,65,172309,21,100,21,L
605,2023,2,3,48,60093,#N/A,100,21,M
606,2023,2,3,26,83500,80,100,80,M
607,2023,2,3,26,52500,80,100,80,M
608,2023,3,3,48,201036,80,0,80,M
609,2023,3,3,48,134024,80,0,80,M
610,2023,3,3,26,165000,80,100,80,M
611,2023,3,3,26,140000,80,100,80,M
612,2023,1,3,34,62000,80,100,80,M
613,2023,1,3,34,58000,80,100,80,M
614,2023,3,3,48,172000,80,0,80,M
615,2023,3,3,48,115000,80,0,80,M
616,2023,1,3,34,125000,80,0,80,M
617,2023,1,3,34,90000,80,0,80,M
618,2023,3,3,34,163800,80,0,80,M
619,2023,3,3,34,126000,80,0,80,M
620,2023,3,3,48,237000,80,100,80,M
621,2023,3,3,48,145000,80,100,80,M
622,2023,2,3,34,90000,80,100,80,M
623,2023,2,3,34,90000,80,100,80,M
624,2023,3,3,34,139500,80,0,80,M
625,2023,3,3,34,109400,80,0,80,M
626,2023,3,3,48,258000,3,0,3,M
627,2023,3,3,48,190000,3,0,3,M
628,2023,2,3,34,145000,80,0,80,M
629,2023,2,3,34,120000,80,0,80,M
